last_score,max_score,epoch
0.27,0.27,0
0.31,0.31,1
0.32,0.32,2
0.22999999999999998,0.32,2
0.28,0.32,2
0.28,0.32,2
0.21000000000000002,0.32,2
0.22000000000000003,0.32,2
0.21000000000000002,0.32,2
0.23,0.32,2
0.25,0.32,2
0.24,0.32,2
0.21,0.32,2
0.25,0.32,2
0.24,0.32,2
0.22999999999999998,0.32,2
0.21,0.32,2
0.20999999999999996,0.32,2
0.20999999999999996,0.32,2
0.18,0.32,2
0.21999999999999997,0.32,2
0.19999999999999998,0.32,2
0.20999999999999996,0.32,2
0.19,0.32,2
